area_type,availability,location,total_sqft,bath,balcony,price,BHK,price_per_sqft,sqft_per_bhk
Super built-up  Area,Ready To Move,Kengeri,1220.0,2.0,2.0,63.0,2,5163.934,610.0
Plot  Area,Ready To Move,Hosur Road,3000.0,4.0,2.0,160.0,4,5333.333,750.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,980.0,2.0,1.0,86.0,2,8775.51,490.0
Plot  Area,Ready To Move,Nagarbhavi,1200.0,4.0,3.0,210.0,4,17500.0,300.0
Super built-up  Area,Ready To Move,Hormavu,1250.0,2.0,2.0,60.0,2,4800.0,625.0
Super built-up  Area,Ready To Move,Jakkur,1424.0,2.0,3.0,80.0,2,5617.978,712.0
Built-up  Area,Ready To Move,Hennur Road,1297.0,2.0,1.0,49.9,2,3847.34,648.5
Plot  Area,18-Dec,Karuna Nagar,1300.0,3.0,1.0,170.0,3,13076.923,433.333
Super built-up  Area,Ready To Move,Harlur,1290.0,2.0,1.0,89.9,2,6968.992,645.0
Super built-up  Area,Ready To Move,Koramangala,1720.0,2.0,1.0,130.0,3,7558.14,573.333
Super built-up  Area,Ready To Move,Judicial Layout,1200.0,7.0,2.0,199.0,7,16583.333,171.429
Plot  Area,Ready To Move,Deepanjali Nagar,2320.0,2.0,0.0,160.0,3,6896.552,773.333
Super built-up  Area,Ready To Move,Nallurhalli,1237.0,3.0,2.0,78.0,3,6305.578,412.333
Super built-up  Area,Ready To Move,Whitefield,1720.0,3.0,3.0,98.97,3,5754.07,573.333
Built-up  Area,Ready To Move,Chikkalasandra,1224.0,2.0,2.0,45.0,2,3676.471,612.0
Super built-up  Area,Ready To Move,Yelahanka,1780.0,3.0,2.0,107.0,3,6011.236,593.333
Plot  Area,Ready To Move,Seegehalli,4700.0,5.0,3.0,800.0,4,17021.277,1175.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1800.0,3.0,2.0,93.0,3,5166.667,600.0
Super built-up  Area,Ready To Move,Budigere,1139.0,2.0,2.0,56.5,2,4960.492,569.5
Plot  Area,18-May,Pulkeshi Nagar,588.0,1.0,0.0,88.2,1,15000.0,588.0
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,700.0,2.0,1.0,35.0,2,5000.0,350.0
Plot  Area,Ready To Move,Kengeri,1150.0,1.0,0.0,52.0,1,4521.739,1150.0
Super built-up  Area,18-Aug,Channasandra,1330.0,2.0,2.0,51.83,3,3896.992,443.333
Super built-up  Area,18-Dec,Old Airport Road,2732.0,4.0,3.0,194.0,4,7101.025,683.0
Super built-up  Area,Ready To Move,Kodigehaali,965.0,2.0,1.0,38.0,2,3937.824,482.5
Super built-up  Area,Ready To Move,Whitefield,1600.0,3.0,2.0,95.0,3,5937.5,533.333
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,1464.0,2.0,2.0,56.0,2,3825.137,732.0
Super built-up  Area,Ready To Move,Frazer Town,3100.0,3.0,2.0,400.0,3,12903.226,1033.333
Plot  Area,Ready To Move,Kengeri Hobli,1840.0,1.0,0.0,95.0,2,5163.043,920.0
Super built-up  Area,Ready To Move,Gubbalala,1223.0,3.0,2.0,39.14,3,3200.327,407.667
Super built-up  Area,18-Dec,Ramamurthy Nagar,1170.0,2.0,2.0,44.0,2,3760.684,585.0
Super built-up  Area,18-Apr,Old Madras Road,3630.0,6.0,1.0,207.0,4,5702.479,907.5
Super built-up  Area,Ready To Move,Bellandur,950.0,2.0,2.0,35.0,2,3684.211,475.0
Super built-up  Area,Ready To Move,Frazer Town,5400.0,3.0,2.0,400.0,3,7407.407,1800.0
Super built-up  Area,Ready To Move,Electronic City,865.0,2.0,1.0,40.0,2,4624.277,432.5
Plot  Area,Ready To Move,Kirloskar Layout,2400.0,4.0,2.0,89.0,4,3708.333,600.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,1169.0,2.0,2.0,75.0,2,6415.74,584.5
Built-up  Area,Ready To Move,Hormavu,1206.0,2.0,2.0,40.0,2,3316.75,603.0
Plot  Area,Ready To Move,SARJAPUR BAGALUR ROAD,10961.0,4.0,1.0,80.0,4,729.86,2740.25
Super built-up  Area,Ready To Move,Lingadheeranahalli,1683.0,3.0,1.0,110.0,3,6535.948,561.0
Super built-up  Area,18-May,Mico Layout,1250.0,2.0,2.0,44.0,3,3520.0,416.667
Super built-up  Area,Ready To Move,Green Glen Layout,3150.0,4.0,3.0,218.0,4,6920.635,787.5
Plot  Area,Ready To Move,B Y Raveshwara Nagar,1200.0,2.0,1.0,140.0,4,11666.667,300.0
Carpet  Area,18-Dec,Bhoganhalli,1234.6,3.0,1.0,104.0,3,8423.781,411.533
Super built-up  Area,21-Jun,Vijayanagar,492.0,1.0,1.0,40.0,1,8130.081,492.0
Built-up  Area,Ready To Move,Banashankari,600.0,1.0,0.0,27.0,2,4500.0,300.0
Super built-up  Area,Ready To Move,Kalena Agrahara,1902.0,3.0,2.0,89.0,3,4679.285,634.0
Plot  Area,18-May,Kothnur Narayanapura,1200.0,6.0,2.0,125.0,6,10416.667,200.0
Super built-up  Area,18-Nov,Govindpura,1639.0,3.0,1.0,77.89,3,4752.288,546.333
Super built-up  Area,Ready To Move,Kasavanhalli,1214.0,2.0,3.0,67.0,2,5518.946,607.0
Built-up  Area,Ready To Move,Kadabagere,565.0,2.0,1.0,15.0,2,2654.867,282.5
Plot  Area,Ready To Move,Basaveshwara Nagar,2520.0,4.0,1.0,378.0,5,15000.0,504.0
Super built-up  Area,18-Dec,Harlur,1386.0,2.0,2.0,85.0,2,6132.756,693.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1535.0,3.0,3.0,60.0,3,3908.795,511.667
Super built-up  Area,Ready To Move,Marathahalli,1720.0,3.0,2.0,175.0,3,10174.419,573.333
Built-up  Area,18-Mar,Bannerghatta Road,1655.0,3.0,3.0,90.0,3,5438.066,551.667
Built-up  Area,Ready To Move,Vidyaranyapura,1200.0,2.0,2.0,52.0,2,4333.333,600.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1610.0,3.0,3.0,68.0,3,4223.602,536.667
Plot  Area,Ready To Move,Ramamurthy Nagar,2200.0,4.0,2.0,130.0,4,5909.091,550.0
Super built-up  Area,Ready To Move,Mahalakshmi Layout,1105.0,2.0,1.0,80.0,2,7239.819,552.5
Plot  Area,Ready To Move,Banjara Layout,753.0,3.0,3.0,59.5,2,7901.726,376.5
Super built-up  Area,Ready To Move,Whitefield,1655.0,3.0,1.0,108.0,3,6525.68,551.667
Built-up  Area,Ready To Move,KR Garden,1700.0,3.0,1.0,250.0,3,14705.882,566.667
Super built-up  Area,Ready To Move,Vishwapriya Layout,770.0,2.0,2.0,30.0,2,3896.104,385.0
Super built-up  Area,18-May,Balagere,1210.0,2.0,1.0,69.0,2,5702.479,605.0
Super built-up  Area,Ready To Move,Hormavu,965.0,2.0,2.0,37.15,2,3849.741,482.5
Super built-up  Area,20-Dec,Kanakpura Road,700.0,1.0,1.0,41.0,2,5857.143,350.0
Super built-up  Area,Ready To Move,Whitefield,1740.0,3.0,2.0,95.0,3,5459.77,580.0
Built-up  Area,18-Dec,Electronic City Phase II,1310.0,2.0,1.0,37.84,3,2888.55,436.667
Super built-up  Area,17-Oct,Sarjapur  Road,1763.25,3.0,3.0,98.0,3,5557.919,587.75
Super built-up  Area,Ready To Move,Basaveshwara Nagar,1900.0,3.0,3.0,150.0,3,7894.737,633.333
Plot  Area,Ready To Move,Kammanahalli,1000.0,6.0,3.0,150.0,6,15000.0,166.667
Super built-up  Area,Ready To Move,JP Nagar,1450.0,2.0,2.0,55.0,3,3793.103,483.333
Super built-up  Area,Ready To Move,CV Raman Nagar,1836.0,3.0,2.0,148.0,3,8061.002,612.0
Super built-up  Area,Ready To Move,Hoodi Layout,1160.0,2.0,2.0,75.0,2,6465.517,580.0
Super built-up  Area,Ready To Move,Hennur Road,1153.0,2.0,1.0,43.0,2,3729.402,576.5
Super built-up  Area,Ready To Move,Marathahalli,1285.0,2.0,2.0,55.0,2,4280.156,642.5
Super built-up  Area,Ready To Move,Rest House Road,2500.0,3.0,2.0,400.0,3,16000.0,833.333
Super built-up  Area,Ready To Move,Kadubeesanahalli,1257.0,2.0,1.0,105.0,2,8353.222,628.5
Plot  Area,Ready To Move,Whitefield,1200.0,3.0,1.0,56.72,3,4726.667,400.0
Carpet  Area,19-Jun,Hormavu,583.0,1.0,0.0,28.275,1,4849.914,583.0
Super built-up  Area,Ready To Move,Tumkur Road,1240.0,2.0,1.0,79.0,3,6370.968,413.333
Super built-up  Area,Ready To Move,Basapura,1294.0,2.0,2.0,52.0,3,4018.547,431.333
Super built-up  Area,Ready To Move,Nagondanahalli,1095.0,2.0,1.0,45.0,2,4109.589,547.5
Super built-up  Area,18-Jul,Electronics City Phase 1,1314.0,2.0,2.0,60.0,2,4566.21,657.0
Super built-up  Area,Ready To Move,Koramangala,1900.0,2.0,1.0,120.0,3,6315.789,633.333
Super built-up  Area,18-May,KEB Colony,1040.0,2.0,2.0,36.84,2,3542.308,520.0
Super built-up  Area,Ready To Move,Jakkur,1290.0,2.0,1.0,85.0,2,6589.147,645.0
Plot  Area,Ready To Move,Kodigehaali,1200.0,4.0,0.0,130.0,4,10833.333,300.0
Super built-up  Area,Ready To Move,Gollahalli,1325.0,2.0,1.0,47.0,3,3547.17,441.667
Super built-up  Area,Ready To Move,Hormavu,1129.0,2.0,1.0,44.0,2,3897.254,564.5
Super built-up  Area,20-Jan,Balagere,790.5,1.0,0.0,42.295,1,5350.411,790.5
Built-up  Area,Ready To Move,Hebbal,1075.0,2.0,0.0,52.0,2,4837.209,537.5
Super built-up  Area,Ready To Move,Green View Layout,1108.0,2.0,1.0,48.0,2,4332.13,554.0
Built-up  Area,Ready To Move,Ananth Nagar,810.0,2.0,1.0,25.5,2,3148.148,405.0
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,1155.0,2.0,1.0,65.0,2,5627.706,577.5
Super built-up  Area,Ready To Move,Rajaji Nagar,3900.0,6.0,3.0,260.0,6,6666.667,650.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2367.0,3.0,3.0,375.0,3,15842.839,789.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1550.0,2.0,2.0,98.0,3,6322.581,516.667
Super built-up  Area,Ready To Move,Babusapalaya,1100.0,2.0,2.0,38.0,2,3454.545,550.0
Super built-up  Area,Ready To Move,Kanakpura Road,1452.0,3.0,3.0,54.2,3,3732.782,484.0
Super built-up  Area,Ready To Move,Kothanur,1141.0,2.0,2.0,54.0,2,4732.691,570.5
Super built-up  Area,Ready To Move,HOSUR RMAIN ROAD,1464.0,3.0,2.0,56.0,3,3825.137,488.0
Super built-up  Area,Ready To Move,Hanumanth Nagar,1500.0,3.0,3.0,67.49,3,4499.333,500.0
Super built-up  Area,Ready To Move,Anekal,456.0,1.0,1.0,15.0,1,3289.474,456.0
Plot  Area,Ready To Move,Ramamurthy Nagar,1200.0,4.0,1.0,125.0,4,10416.667,300.0
Built-up  Area,Ready To Move,Horamavu Agara,760.0,2.0,2.0,37.49,2,4932.895,380.0
Plot  Area,Ready To Move,Koramangala,2400.0,6.0,0.0,480.0,6,20000.0,400.0
Built-up  Area,Ready To Move,Electronic City,800.0,2.0,2.0,32.0,2,4000.0,400.0
Super built-up  Area,Ready To Move,Choodasandra,1180.0,2.0,1.0,71.22,2,6035.593,590.0
Carpet  Area,Ready To Move,Kaggadasapura,775.0,2.0,2.0,29.5,2,3806.452,387.5
Super built-up  Area,Ready To Move,Konappana Agrahara,1060.0,2.0,1.0,42.5,2,4009.434,530.0
Super built-up  Area,Ready To Move,Cooke Town,3900.0,5.0,2.0,415.0,4,10641.026,975.0
Super built-up  Area,19-Sep,Yelahanka New Town,1420.0,2.0,1.0,75.0,3,5281.69,473.333
Super built-up  Area,Ready To Move,Bhoganhalli,2439.0,4.0,3.0,190.0,4,7790.078,609.75
Plot  Area,Ready To Move,1st Phase JP Nagar,1200.0,4.0,2.0,300.0,4,25000.0,300.0
Super built-up  Area,19-Dec,Hoodi,1111.0,2.0,1.0,49.43,2,4449.145,555.5
Built-up  Area,Ready To Move,Jeevan bima nagar,984.0,2.0,2.0,125.0,2,12703.252,492.0
Super built-up  Area,Ready To Move,Begur Road,1200.0,2.0,2.0,42.0,2,3500.0,600.0
Super built-up  Area,18-Oct,Bannerghatta Road,1247.0,2.0,1.0,47.39,2,3800.321,623.5
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1050.0,2.0,1.0,77.47,2,7378.095,525.0
Super built-up  Area,Ready To Move,Devanahalli,1550.0,3.0,1.0,85.0,3,5483.871,516.667
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1270.0,2.0,1.0,80.0,2,6299.213,635.0
Super built-up  Area,18-Apr,Balagere,1012.0,2.0,1.0,65.0,2,6422.925,506.0
Super built-up  Area,Ready To Move,Electronic City,970.0,2.0,2.0,34.0,2,3505.155,485.0
Super built-up  Area,18-Feb,Thanisandra,933.0,2.0,1.0,55.0,2,5894.962,466.5
Plot  Area,18-Aug,Sarjapur,1200.0,3.0,2.0,76.13,3,6344.167,400.0
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1148.0,2.0,2.0,69.0,2,6010.453,574.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1463.0,2.0,1.0,61.45,3,4200.273,487.667
Super built-up  Area,Ready To Move,Jakkur Plantation,1719.0,3.0,2.0,110.0,3,6399.069,573.0
Super built-up  Area,19-Dec,Whitefield,1350.0,2.0,1.0,88.0,2,6518.519,675.0
Built-up  Area,Ready To Move,Kaggadasapura,1250.0,2.0,2.0,47.0,3,3760.0,416.667
Built-up  Area,Ready To Move,1st Block Jayanagar,1700.0,3.0,2.0,50.0,8,2941.176,212.5
Plot  Area,Ready To Move,Mahalakshmi Layout,4320.0,7.0,2.0,821.0,9,19004.63,480.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2,6250.0,600.0
Built-up  Area,Ready To Move,Whitefield,1030.0,2.0,2.0,44.0,2,4271.845,515.0
Super built-up  Area,Ready To Move,Rajasree Layout,1420.0,3.0,3.0,70.0,3,4929.577,473.333
Plot  Area,Ready To Move,Ramagondanahalli,9600.0,6.0,1.0,1800.0,5,18750.0,1920.0
Super built-up  Area,19-Jul,Kanakpura Road,1703.0,3.0,2.0,126.0,3,7398.708,567.667
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1210.0,2.0,1.0,50.0,2,4132.231,605.0
Plot  Area,18-Aug,Veer Sandra,3000.0,4.0,3.0,264.0,4,8800.0,750.0
Super built-up  Area,Ready To Move,Chikkadunnasandra,1398.0,3.0,0.0,51.0,3,3648.069,466.0
Super built-up  Area,Ready To Move,Nagavarapalya,1335.0,2.0,3.0,110.0,2,8239.7,667.5
Plot  Area,Ready To Move,Mysore Road,540.0,4.0,2.0,85.0,4,15740.741,135.0
Super built-up  Area,18-Apr,Babusapalaya,1213.0,2.0,1.0,36.37,3,2998.351,404.333
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1240.0,2.0,2.0,42.04,2,3390.323,620.0
Super built-up  Area,Ready To Move,Yelahanka,1076.0,2.0,1.0,78.0,2,7249.071,538.0
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,1320.0,2.0,3.0,90.0,2,6818.182,660.0
Super built-up  Area,19-Mar,Whitefield,1216.0,2.0,1.0,80.0,2,6578.947,608.0
Super built-up  Area,Ready To Move,Thanisandra,1100.0,2.0,2.0,42.0,2,3818.182,550.0
Super built-up  Area,19-Mar,Thanisandra,1183.0,2.0,1.0,77.3,2,6534.235,591.5
Super built-up  Area,20-Jan,Balagere,656.0,1.0,1.0,38.77,1,5910.061,656.0
Super built-up  Area,19-Dec,Sarjapur  Road,534.0,1.0,1.0,19.65,1,3679.775,534.0
Super built-up  Area,Ready To Move,Shikaripalya,1285.0,2.0,2.0,45.0,3,3501.946,428.333
Super built-up  Area,Ready To Move,Hegde Nagar,2087.01,4.0,2.0,135.0,3,6468.584,695.67
Built-up  Area,18-Dec,"Off Sarjapur Road, ",1161.0,2.0,1.0,59.0,2,5081.826,580.5
Built-up  Area,Ready To Move,Begur,1306.0,2.0,3.0,65.0,2,4977.029,653.0
Super built-up  Area,22-May,Jakkur,2249.81,4.0,2.0,245.0,4,10889.808,562.452
Built-up  Area,Ready To Move,Tata Nagar,1504.0,3.0,2.0,67.0,3,4454.787,501.333
Super built-up  Area,18-May,Balagere,645.0,1.0,1.0,39.0,1,6046.512,645.0
Plot  Area,Ready To Move,Esther Enclave Layout,1230.0,2.0,0.0,68.0,2,5528.455,615.0
Built-up  Area,Ready To Move,Hebbal,1100.0,2.0,2.0,42.0,2,3818.182,550.0
Super built-up  Area,Ready To Move,Yelahanka,1000.0,1.0,0.0,14.0,1,1400.0,1000.0
Super built-up  Area,18-Jun,Sadaramangala,1260.0,2.0,1.0,62.0,2,4920.635,630.0
Built-up  Area,Ready To Move,Ambalipura,1817.0,3.0,3.0,102.0,3,5613.649,605.667
Super built-up  Area,19-Jan,Kodihalli,3626.0,5.0,3.0,785.0,4,21649.2,906.5
Super built-up  Area,18-Apr,Basavangudi,1180.0,2.0,3.0,124.0,2,10508.475,590.0
Built-up  Area,Ready To Move,KR Puram,1050.0,2.0,2.0,55.0,2,5238.095,525.0
Plot  Area,Ready To Move,Whitefield,2900.0,4.0,3.0,225.0,4,7758.621,725.0
Built-up  Area,Ready To Move,Kasavanhalli,2110.0,4.0,3.0,120.0,3,5687.204,703.333
Built-up  Area,Ready To Move,Mysore Road,500.0,1.0,1.0,17.5,1,3500.0,500.0
Super built-up  Area,Ready To Move,Murugeshpalya,1930.0,3.0,3.0,75.0,3,3886.01,643.333
Plot  Area,Ready To Move,Harappanahalli,4560.0,5.0,2.0,430.0,4,9429.825,1140.0
Super built-up  Area,Ready To Move,Mahadevpura,1505.0,3.0,2.0,64.0,3,4252.492,501.667
Plot  Area,Ready To Move,Jayamahal,2400.0,3.0,1.0,750.0,4,31250.0,600.0
Super built-up  Area,Ready To Move,Ananth Nagar,890.0,2.0,1.0,27.0,2,3033.708,445.0
Super built-up  Area,18-Dec,Gunjur Palya,849.0,2.0,2.0,25.4,2,2991.755,424.5
Plot  Area,Ready To Move,Chikka Tirupathi,1555.0,3.0,1.0,100.0,3,6430.868,518.333
Plot  Area,Ready To Move,8th block Koramangala,600.0,2.0,1.0,85.0,3,14166.667,200.0
Carpet  Area,Ready To Move,KR Puram,1057.0,2.0,2.0,30.0,2,2838.221,528.5
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1680.0,3.0,2.0,122.0,3,7261.905,560.0
Built-up  Area,Ready To Move,Samethanahalli,799.0,2.0,1.0,35.0,2,4380.476,399.5
Built-up  Area,Ready To Move,Sarjapur  Road,1450.0,2.0,1.0,75.0,3,5172.414,483.333
Super built-up  Area,Ready To Move,Kanakpura Road,1135.0,2.0,1.0,56.74,2,4999.119,567.5
Super built-up  Area,Ready To Move,HSR Layout,2020.0,3.0,2.0,160.0,3,7920.792,673.333
Super built-up  Area,Ready To Move,Vinayaka Layout,2700.0,4.0,2.0,170.0,5,6296.296,540.0
Super built-up  Area,18-Jan,Hosa Road,1730.0,3.0,2.0,72.6,3,4196.532,576.667
Built-up  Area,Ready To Move,Dasarahalli,1950.0,3.0,2.0,125.0,3,6410.256,650.0
Super built-up  Area,Ready To Move,Thirumalashettyhally,1077.0,2.0,1.0,34.46,2,3199.629,538.5
Super built-up  Area,Ready To Move,Brookefield,1706.0,3.0,2.0,115.0,3,6740.914,568.667
Built-up  Area,Ready To Move,New Gurappana Palya,3000.0,4.0,0.0,300.0,5,10000.0,600.0
Super built-up  Area,Ready To Move,Channasandra,1093.0,2.0,1.0,37.0,2,3385.178,546.5
Super built-up  Area,Ready To Move,Ambalipura,2750.0,4.0,2.0,142.0,4,5163.636,687.5
Super built-up  Area,18-Feb,Whitefield,1340.0,2.0,1.0,101.0,2,7537.313,670.0
Super built-up  Area,18-Nov,Sarjapur  Road,984.0,2.0,1.0,59.0,2,5995.935,492.0
Super built-up  Area,Ready To Move,AECS Layout,1135.0,2.0,2.0,68.0,2,5991.189,567.5
Plot  Area,18-Dec,Bannerghatta Road,2400.0,4.0,1.0,344.0,4,14333.333,600.0
Super built-up  Area,Ready To Move,Varthur,1155.0,2.0,2.0,39.0,2,3376.623,577.5
Super built-up  Area,Ready To Move,Kaggalipura,700.0,1.0,0.0,35.0,1,5000.0,700.0
Super built-up  Area,Ready To Move,Horamavu Agara,1150.0,2.0,1.0,42.0,2,3652.174,575.0
Super built-up  Area,Ready To Move,Hormavu,1385.0,2.0,1.0,69.25,3,5000.0,461.667
Super built-up  Area,Ready To Move,Akshaya Nagar,2061.0,4.0,2.0,175.0,3,8491.024,687.0
Super built-up  Area,Ready To Move,Kathriguppe,1335.0,2.0,3.0,73.43,3,5500.375,445.0
Super built-up  Area,Ready To Move,Bellandur,1015.0,2.0,1.0,60.0,2,5911.33,507.5
Built-up  Area,Ready To Move,Banashankari Stage III,3000.0,6.0,2.0,150.0,6,5000.0,500.0
Super built-up  Area,Ready To Move,Electronic City,1108.0,2.0,1.0,63.0,2,5685.921,554.0
Super built-up  Area,Ready To Move,Frazer Town,1180.0,2.0,1.0,105.0,2,8898.305,590.0
Super built-up  Area,18-Sep,Hennur Road,1445.0,2.0,1.0,83.0,3,5743.945,481.667
Super built-up  Area,Ready To Move,Vasanthapura,1500.0,2.0,2.0,65.0,2,4333.333,750.0
Plot  Area,Ready To Move,Ramamurthy Nagar,1280.0,1.0,1.0,48.0,1,3750.0,1280.0
Super built-up  Area,18-Jun,KR Puram,1085.0,2.0,1.0,46.5,2,4285.714,542.5
Plot  Area,Ready To Move,Kadugodi,2760.0,4.0,2.0,290.0,4,10507.246,690.0
Built-up  Area,Ready To Move,Sarjapura - Attibele Road,1330.0,2.0,1.0,49.0,3,3684.211,443.333
Plot  Area,18-May,Ramagondanahalli,845.0,2.0,1.0,45.82,2,5422.485,422.5
Super built-up  Area,Ready To Move,Ambalipura,1303.0,2.0,2.0,80.0,2,6139.678,651.5
Super built-up  Area,Ready To Move,Banagiri Nagar,1560.0,2.0,2.0,125.0,3,8012.821,520.0
Super built-up  Area,19-Jan,Chandapura,1110.0,2.0,2.0,29.97,3,2700.0,370.0
Super built-up  Area,18-May,Doddabanahalli,1290.0,3.0,2.0,45.33,3,3513.953,430.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1237.5,2.0,0.0,49.49,2,3999.192,618.75
Super built-up  Area,18-Mar,9th Phase JP Nagar,1780.0,3.0,2.0,88.0,3,4943.82,593.333
Super built-up  Area,Ready To Move,Budigere,1636.0,3.0,2.0,83.0,3,5073.35,545.333
Built-up  Area,18-May,Hennur,2557.0,2.0,2.0,170.0,4,6648.416,639.25
Built-up  Area,Ready To Move,Sector 2 HSR Layout,1332.0,2.0,2.0,101.0,2,7582.583,666.0
Super built-up  Area,Ready To Move,Sadashiva Nagar,7500.0,5.0,2.0,1500.0,5,20000.0,1500.0
Built-up  Area,Ready To Move,Kodbisanhalli,1012.0,2.0,2.0,59.0,2,5830.04,506.0
Super built-up  Area,Ready To Move,Kengeri,1192.0,2.0,2.0,53.5,2,4488.255,596.0
Super built-up  Area,Ready To Move,Uttarahalli,1213.0,2.0,2.0,48.0,2,3957.131,606.5
Super built-up  Area,Ready To Move,Sarjapur  Road,1489.0,3.0,2.0,88.0,3,5910.007,496.333
Super built-up  Area,Ready To Move,Sarjapur,1200.0,2.0,2.0,62.0,2,5166.667,600.0
Super built-up  Area,18-Jul,Electronic City Phase II,1140.0,2.0,2.0,28.5,2,2500.0,570.0
Super built-up  Area,18-Apr,Devanahalli,1200.0,2.0,1.0,55.08,3,4590.0,400.0
Super built-up  Area,18-Aug,Ananth Nagar,1200.0,2.0,1.0,36.0,2,3000.0,600.0
Plot  Area,Ready To Move,Vidyaranyapura,2640.0,6.0,1.0,225.0,5,8522.727,528.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1650.0,3.0,1.0,94.0,3,5696.97,550.0
Plot  Area,Ready To Move,Bharathnagar,1245.0,2.0,1.0,120.0,2,9638.554,622.5
Super built-up  Area,Ready To Move,Ardendale,1224.0,2.0,2.0,67.0,2,5473.856,612.0
Super built-up  Area,18-Aug,Gunjur,1235.0,2.0,2.0,52.76,2,4272.065,617.5
Super built-up  Area,Ready To Move,Yelenahalli,1200.0,2.0,2.0,45.6,2,3800.0,600.0
Built-up  Area,Ready To Move,Yelahanka,1342.0,2.0,2.0,75.0,3,5588.674,447.333
Plot  Area,Ready To Move,9th Phase JP Nagar,600.0,3.0,2.0,79.0,3,13166.667,200.0
Built-up  Area,Ready To Move,TC Palaya,1800.0,2.0,2.0,80.0,2,4444.444,900.0
Plot  Area,Ready To Move,HAL 2nd Stage,2280.0,4.0,2.0,615.0,4,26973.684,570.0
Plot  Area,Ready To Move,Rajaji Nagar,2440.0,2.0,0.0,415.0,4,17008.197,610.0
Super built-up  Area,Ready To Move,Abbigere,1130.0,2.0,1.0,46.33,2,4100.0,565.0
Built-up  Area,Ready To Move,Somasundara Palya,1186.0,2.0,3.0,72.0,2,6070.826,593.0
Super built-up  Area,Ready To Move,Hennur,1295.0,2.0,1.0,64.0,2,4942.085,647.5
Super built-up  Area,Ready To Move,Bannerghatta Road,905.0,2.0,1.0,65.0,2,7182.32,452.5
Super built-up  Area,Ready To Move,Hormavu,1165.0,2.0,1.0,40.0,2,3433.476,582.5
Super built-up  Area,19-Jul,Kanakpura Road,1328.0,2.0,2.0,107.0,2,8057.229,664.0
Super built-up  Area,Ready To Move,Gandhi Bazar,1485.0,2.0,3.0,110.0,3,7407.407,495.0
Super built-up  Area,Ready To Move,Uttarahalli,1475.0,2.0,3.0,59.0,3,4000.0,491.667
Super built-up  Area,Ready To Move,Vidyaranyapura,1175.0,2.0,2.0,35.0,2,2978.723,587.5
Plot  Area,Ready To Move,Vishwanatha Nagenahalli,720.0,4.0,1.0,95.0,4,13194.444,180.0
Super built-up  Area,20-Nov,Rachenahalli,985.0,2.0,1.0,49.97,2,5073.096,492.5
Plot  Area,Ready To Move,Koramangala,4000.0,5.0,0.0,800.0,5,20000.0,800.0
Super built-up  Area,Ready To Move,Hoskote,1395.0,2.0,2.0,63.0,3,4516.129,465.0
Super built-up  Area,21-Dec,Hoodi,711.0,1.0,0.0,42.65,1,5998.594,711.0
Super built-up  Area,18-Apr,Electronic City,630.0,1.0,1.0,40.5,1,6428.571,630.0
Super built-up  Area,Ready To Move,MS Pallya,2400.0,4.0,1.0,88.0,4,3666.667,600.0
Super built-up  Area,Ready To Move,Gottigere,1170.0,2.0,2.0,40.0,2,3418.803,585.0
Super built-up  Area,Ready To Move,Marathahalli,2500.0,5.0,2.0,181.0,4,7240.0,625.0
Super built-up  Area,Ready To Move,Gubbalala,1100.0,2.0,2.0,49.5,2,4500.0,550.0
Super built-up  Area,18-Mar,Hulimavu,3560.0,5.0,3.0,318.0,4,8932.584,890.0
Built-up  Area,18-Dec,Bommasandra Industrial Area,1160.0,2.0,1.0,33.51,2,2888.793,580.0
Super built-up  Area,18-Jan,Varthur,1180.0,2.0,2.0,55.0,2,4661.017,590.0
Super built-up  Area,21-Jan,Tumkur Road,1441.0,2.0,1.0,95.0,3,6592.644,480.333
Super built-up  Area,Ready To Move,Channasandra Layout,1115.0,2.0,1.0,50.0,2,4484.305,557.5
Super built-up  Area,Ready To Move,Yeshwanthpur,1825.0,3.0,2.0,145.0,3,7945.205,608.333
Carpet  Area,Ready To Move,Challaghatta,1489.0,2.0,0.0,101.0,2,6783.076,744.5
Super built-up  Area,Ready To Move,Defence Colony,2800.0,4.0,3.0,365.0,4,13035.714,700.0
